WellID,Battery,CycleNumber,CycleStart,DurationMonths,Model,Qi,Di,B,RSquared,IsHighConfidence,LowConfidenceReason,EUR,NPV
ABWI100142606504W400,Mahihkan Battery 02-21,3,2023-12-01,17,exponential,75.4470588235328,4.3806031212387835e-21,0.0,-2.220446049250313e-16,False,low R2 (-0.00),,
ABWI100142606504W400,Mahihkan Battery 02-21,4,2025-05-01,6,harmonic,118.65137147257929,0.2231110789762901,1.0,0.2237685013352844,False,low R2 (0.22),,
ABWI100142606504W400,Mahihkan Battery 02-21,5,2025-11-01,8,exponential,143.4857142857143,8.669122083000987e-18,0.0,0.0,False,low R2 (0.00),,
ABWI100142706504W400,Mahihkan Battery 02-21,1,2022-12-01,6,harmonic,166.51456960527878,0.0328638096350061,1.0,0.0230952930980232,False,low R2 (0.02),,
ABWI100142706504W400,Mahihkan Battery 02-21,2,2023-06-01,5,harmonic,444.8409972861451,0.3462670553178067,1.0,0.6458364417361206,False,short cycle (<6mo),,
ABWI100142706504W400,Mahihkan Battery 02-21,3,2023-11-01,4,harmonic,390.4706296690692,1.0480139092608252,1.0,0.877672548346265,False,short cycle (<6mo),,
ABWI100142706504W400,Mahihkan Battery 02-21,4,2024-03-01,4,exponential,324.25000000048607,2.800526248631001e-18,0.0,2.220446049250313e-16,False,short cycle (<6mo); low R2 (0.00),,
ABWI100142706504W400,Mahihkan Battery 02-21,5,2024-07-01,10,exponential,323.9300000024669,4.868200470136593e-18,0.0,-2.220446049250313e-16,False,low R2 (-0.00),,
ABWI100142706504W400,Mahihkan Battery 02-21,6,2025-05-01,14,harmonic,613.297276646726,0.0578469865366862,1.0,0.7726247951010291,True,,6428.923646100791,1882458.6729747653
ABWI100142706604W400,Mahihkan Battery 02-21,1,2022-08-01,5,harmonic,690.5511111514892,1.328537647869034,1.0,0.9485700750370414,False,short cycle (<6mo),,
ABWI100142706604W400,Mahihkan Battery 02-21,2,2023-01-01,24,exponential,104.79130431509984,1.1877260778872396e-16,0.0,0.0,False,low R2 (0.00),,
ABWI100142706604W400,Mahihkan Battery 02-21,3,2025-01-01,5,harmonic,219.0416640455254,0.1588436897053839,1.0,0.2358965009143847,False,short cycle (<6mo); low R2 (0.24),,
ABWI100142706604W400,Mahihkan Battery 02-21,4,2025-06-01,8,harmonic,186.83784331193735,0.5712531889126993,1.0,0.0682350137849716,False,low R2 (0.07),,
ABWI100142706604W400,Mahihkan Battery 02-21,5,2026-02-01,5,exponential,245.1232769878248,0.2713123049709653,0.0,0.8556903837770273,False,short cycle (<6mo),,
ABWI100142806604W400,Mahihkan Battery 02-21,1,2022-08-01,24,exponential,216.54583333333332,1.4963697653821048e-24,0.0,0.0,False,low R2 (0.00),,
ABWI100142806604W400,Mahihkan Battery 02-21,2,2024-08-01,11,hyperbolic,452.52423869612267,7.691881158597184,1.9999999999999996,0.9861782006031472,False,very high Di (7.69/month); b pinned at bound (2.000),,
ABWI100142806604W400,Mahihkan Battery 02-21,3,2025-07-01,12,exponential,182.86666666666667,1.7564823868652128e-21,0.0,0.0,False,low R2 (0.00),,
ABWI100142906504W400,Mahihkan Battery 02-21,1,2022-09-01,6,exponential,421.2376371636816,1.0265755849484846,0.0,0.9981502800014506,True,,654.9829934395924,21098.3671664535
ABWI100142906504W400,Mahihkan Battery 02-21,2,2023-03-01,13,harmonic,241.209752416233,1.6139075920530588,1.0,0.8199192210233562,True,,604.6292344826957,870.6775468445098
ABWI100142906504W400,Mahihkan Battery 02-21,3,2024-04-01,4,harmonic,54.36575360812172,0.2989712957463928,1.0,0.1102418195147953,False,short cycle (<6mo); low R2 (0.11),,
ABWI100142906504W400,Mahihkan Battery 02-21,4,2024-08-01,6,harmonic,65.496968235376,0.1135857116580202,1.0,0.6374723834770761,True,,313.3446534126272,-95631.33879588156
ABWI100142906604W400,Mahihkan Battery 02-21,1,2022-09-01,4,exponential,1604.287050519437,0.3838700791823218,0.0,0.728766234234618,False,short cycle (<6mo),,
ABWI100142906604W400,Mahihkan Battery 02-21,2,2023-01-01,19,hyperbolic,753.3848634797598,0.4057349236332304,2.0,0.6387619730288023,False,b pinned at bound (2.000),,
ABWI100142906604W400,Mahihkan Battery 02-21,3,2024-08-01,9,harmonic,296.2768136296274,0.0256654684666623,1.0,0.0354107941951916,False,low R2 (0.04),,
ABWI100142906604W400,Mahihkan Battery 02-21,4,2025-05-01,14,exponential,530.5615384615385,2.3640635861809644e-21,0.0,0.0,False,low R2 (0.00),,
ABWI100143406504W400,Mahihkan Battery 02-21,1,2022-05-01,22,harmonic,195.49428976729808,0.0678936977990706,1.0,0.4290235699891881,False,low R2 (0.43),,
ABWI100143406504W400,Mahihkan Battery 02-21,2,2024-03-01,8,harmonic,229.61388478038484,0.1336488677970915,1.0,0.2474342047169201,False,low R2 (0.25),,
ABWI100143406504W400,Mahihkan Battery 02-21,3,2024-11-01,9,exponential,221.3111111112814,8.953620085184767e-20,0.0,-2.220446049250313e-16,False,low R2 (-0.00),,
ABWI100143406504W400,Mahihkan Battery 02-21,4,2025-08-01,11,harmonic,642.9818295723868,0.1007037269144651,1.0,0.3243099024195821,False,low R2 (0.32),,
ABWI100150406604W400,Mahihkan Battery 02-21,1,2023-03-01,9,harmonic,1340.9269153003777,0.8008729942742928,1.0,0.1384875745812033,False,low R2 (0.14),,
ABWI100150406604W400,Mahihkan Battery 02-21,2,2023-12-01,20,harmonic,1363.5509792211565,0.1670030389613961,1.0,0.4884254640975298,False,low R2 (0.49),,
ABWI100150406604W400,Mahihkan Battery 02-21,3,2025-08-01,6,harmonic,1268.957143102435,0.3988703114983313,1.0,0.1336045512366819,False,low R2 (0.13),,
ABWI100150406604W400,Mahihkan Battery 02-21,4,2026-02-01,5,harmonic,1884.984918743566,4.043696183086923,1.0,0.999016787770432,False,short cycle (<6mo); very high Di (4.04/month),,
ABWI100151006504W400,Mahihkan Battery 02-21,1,2022-09-01,7,harmonic,77.26381373445136,2.185100418041245,1.0,0.9909450548329028,False,very high Di (2.19/month),,
ABWI100151006504W400,Mahihkan Battery 02-21,2,2023-04-01,5,exponential,19.33999994658322,4.633157207929833e-17,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
ABWI100151006504W400,Mahihkan Battery 02-21,3,2023-09-01,4,exponential,90.3,1.192143216671406e-16,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
ABWI100151006504W400,Mahihkan Battery 02-21,4,2024-01-01,30,harmonic,147.9750942603128,0.0075428732805851,1.0,0.0134033873372154,False,low R2 (0.01),,
ABWI100151506504W400,Mahihkan Battery 02-21,1,2022-12-01,6,harmonic,18.905593590458626,0.26612620486992,1.0,0.3555064352898682,False,low R2 (0.36),,
ABWI100151506504W400,Mahihkan Battery 02-21,2,2023-06-01,6,harmonic,19.5682022797414,1.0792013403332712,1.0,0.9619147496196264,True,,46.53284202154356,-184399.00659567944
ABWI100151506504W400,Mahihkan Battery 02-21,3,2023-12-01,5,exponential,9.740000004176393,2.419328380344576e-15,0.0,-5.773159728050814e-15,False,short cycle (<6mo); low R2 (-0.00),,
ABWI100151506504W400,Mahihkan Battery 02-21,4,2024-05-01,7,harmonic,52.87749979587589,5.433055713608151,1.0,0.9857095047665304,False,very high Di (5.43/month),,
ABWI100151506504W400,Mahihkan Battery 02-21,5,2024-12-01,13,harmonic,232.15280230426063,2.195914562420704,1.0,0.7507141717986223,False,very high Di (2.20/month),,
ABWI100151506504W400,Mahihkan Battery 02-21,6,2026-01-01,6,exponential,188.06412989762077,0.4230909195054409,0.0,0.7895172495728119,True,,502.08747408602966,-31631.650165673047
ABWI100151506604W400,Mahihkan Battery 02-21,1,2022-08-01,4,exponential,295.35000000031647,9.37611732426908e-19,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
ABWI100151506604W400,Mahihkan Battery 02-21,2,2022-12-01,10,harmonic,658.763264404826,0.126785691281059,1.0,0.2052153931684017,False,low R2 (0.21),,
ABWI100151506604W400,Mahihkan Battery 02-21,3,2023-10-01,16,harmonic,1021.2690567121748,0.5746539416734485,1.0,0.8726740689868042,True,,4633.92019770754,1317991.1119319685
ABWI100151506604W400,Mahihkan Battery 02-21,4,2025-02-01,8,exponential,250.2991786206881,0.1580129544861601,0.0,0.716109271889235,True,,1228.7218906480562,207812.20035582688
ABWI100151506604W400,Mahihkan Battery 02-21,5,2025-10-01,9,harmonic,391.4197623799212,0.3349903759233171,1.0,0.8254017996297047,True,,1781.2618646783703,390165.7245435114
ABWI100151606504W400,Mahihkan Battery 02-21,1,2022-06-01,4,,,,,,False,too few data points to fit,,
ABWI100151606504W400,Mahihkan Battery 02-21,2,2022-10-01,21,,,,,,False,too few data points to fit,,
ABWI100151606504W400,Mahihkan Battery 02-21,3,2024-07-01,4,,,,,,False,too few data points to fit,,
ABWI100151606504W400,Mahihkan Battery 02-21,4,2024-11-01,5,exponential,147.6184471017423,0.8406334678109549,0.0,0.9271332181731744,False,short cycle (<6mo),,
ABWI100151606504W400,Mahihkan Battery 02-21,5,2025-04-01,6,exponential,30.550000000000026,2.1020777438479055e-16,0.0,-2.220446049250313e-16,False,low R2 (-0.00),,
ABWI100151606504W400,Mahihkan Battery 02-21,6,2025-10-01,4,,,,,,False,too few data points to fit,,
ABWI100151606504W400,Mahihkan Battery 02-21,7,2026-02-01,2,,,,,,False,too few data points to fit,,
ABWI100152006604W400,Mahihkan Battery 02-21,1,2023-12-01,8,exponential,731.6302078267755,0.3839712646354443,0.0,0.8257894369080157,True,,2188.2682844114365,531721.3459905204
ABWI100152006604W400,Mahihkan Battery 02-21,2,2024-08-01,7,exponential,337.95714317876923,8.105149506814643e-16,0.0,-4.6629367034256575e-15,False,low R2 (-0.00),,
ABWI100152006604W400,Mahihkan Battery 02-21,3,2025-03-01,4,harmonic,683.3426858155696,0.8260252343975505,1.0,0.831750741489276,False,short cycle (<6mo),,
ABWI100152006604W400,Mahihkan Battery 02-21,4,2025-07-01,12,harmonic,398.0066328993261,0.0356914959752989,1.0,0.2450132846707733,False,low R2 (0.25),,
ABWI100152106504W400,Mahihkan Battery 02-21,1,2023-01-01,10,,,,,,False,too few data points to fit,,
ABWI100152106504W400,Mahihkan Battery 02-21,2,2023-11-01,4,,,,,,False,too few data points to fit,,
ABWI100152106504W400,Mahihkan Battery 02-21,3,2024-03-01,7,,,,,,False,too few data points to fit,,
ABWI100152106504W400,Mahihkan Battery 02-21,4,2024-10-01,4,harmonic,7.363636823529955,0.3028060132783063,1.0,0.1659557450647721,False,short cycle (<6mo); low R2 (0.17),,
ABWI100152106504W400,Mahihkan Battery 02-21,5,2025-02-01,6,exponential,64.2500000000003,1.8632473328413493e-15,0.0,-6.217248937900877e-15,False,low R2 (-0.00),,
ABWI100152106504W400,Mahihkan Battery 02-21,6,2025-08-01,6,exponential,169.39770760979562,0.5483384822261169,0.0,0.8858082261189406,True,,386.3794080255333,-70179.6297537303
ABWI100152106504W400,Mahihkan Battery 02-21,7,2026-02-01,4,exponential,10.033229696289904,0.7515898587862426,0.0,0.9051373601980476,False,short cycle (<6mo),,
ABWI100152106604W400,Mahihkan Battery 02-21,1,2022-09-01,15,exponential,80.08000000052294,3.889062351339085e-21,0.0,2.220446049250313e-16,False,low R2 (0.00),,
ABWI100152106604W400,Mahihkan Battery 02-21,2,2023-12-01,7,exponential,216.47769149768533,0.3466506779378541,0.0,0.9174702555489176,True,,673.6830185771469,25287.769777581336
ABWI100152106604W400,Mahihkan Battery 02-21,3,2024-07-01,8,exponential,98.0875,1.1404516794609772e-21,0.0,0.0,False,low R2 (0.00),,
ABWI100152106604W400,Mahihkan Battery 02-21,4,2025-03-01,13,exponential,245.84110530366613,0.0961714016933243,0.0,0.7011907317686975,True,,1913.178129199804,425157.0178490168
ABWI100152106604W400,Mahihkan Battery 02-21,5,2026-04-01,3,,,,,,False,too few data points to fit,,
ABWI100152706504W400,Mahihkan Battery 02-21,1,2024-03-01,15,exponential,363.37333333351125,5.1287116361791475e-20,0.0,1.1102230246251563e-16,False,low R2 (0.00),,
ABWI100152706504W400,Mahihkan Battery 02-21,2,2025-06-01,13,harmonic,542.0542043337429,0.0618668032629033,1.0,0.578912463340197,True,,5293.471083374242,1520641.911906065
ABWI100152806504W400,Mahihkan Battery 02-21,1,2023-06-01,8,harmonic,162.97727137151074,0.1502730102130756,1.0,0.5461574551696113,True,,902.2914534513312,98833.43285750812
ABWI100152806504W400,Mahihkan Battery 02-21,2,2024-02-01,6,exponential,211.9382406553852,0.3347378913719476,0.0,0.8618792253127935,True,,645.0359930211496,15960.749223636598
ABWI100152806504W400,Mahihkan Battery 02-21,3,2024-08-01,4,exponential,152.9285020628201,0.4466725021172617,0.0,0.8091008935871495,False,short cycle (<6mo),,
ABWI100152806504W400,Mahihkan Battery 02-21,4,2024-12-01,11,exponential,20.7636363636609,5.527989872555064e-22,0.0,2.220446049250313e-16,False,low R2 (0.00),,
ABWI100152806504W400,Mahihkan Battery 02-21,5,2025-11-01,8,hyperbolic,99.2128106586062,2.1828727813479367,1.999999999999983,0.9643099686696252,False,very high Di (2.18/month); b pinned at bound (2.000),,
ABWI100152806604W400,Mahihkan Battery 02-21,1,2022-12-01,4,exponential,184.7054287989136,0.476051582697841,0.0,0.9970121598916244,False,short cycle (<6mo),,
ABWI100152806604W400,Mahihkan Battery 02-21,2,2023-04-01,6,harmonic,98.67638717808,0.2991854897512796,1.0,0.745992245796673,True,,372.8206878372638,-75552.75505724136
ABWI100152806604W400,Mahihkan Battery 02-21,3,2023-10-01,7,harmonic,69.69572186146027,0.3071539310659378,1.0,0.5594669930934406,True,,285.73403598588686,-104874.55994797064
ABWI100152806604W400,Mahihkan Battery 02-21,4,2024-05-01,13,exponential,58.307553646296704,0.095972002886034,0.0,0.6986240845307976,True,,454.183944431929,-51592.23685496021
ABWI100152806604W400,Mahihkan Battery 02-21,5,2025-06-01,4,,,,,,False,too few data points to fit,,
ABWI100152806604W400,Mahihkan Battery 02-21,6,2025-10-01,5,exponential,35.42000000000001,1.2018684388452925e-16,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
ABWI100152806604W400,Mahihkan Battery 02-21,7,2026-03-01,4,harmonic,96.83641519081304,0.1883844756858052,1.0,0.4100741616547961,False,short cycle (<6mo); low R2 (0.41),,
ABWI100153306504W400,Mahihkan Battery 02-21,1,2022-11-01,14,exponential,179.36428571428573,1.884856626615741e-17,0.0,0.0,False,low R2 (0.00),,
ABWI100153306504W400,Mahihkan Battery 02-21,2,2024-01-01,4,harmonic,230.48252771685975,0.1482851919434652,1.0,0.089954130877156,False,short cycle (<6mo); low R2 (0.09),,
ABWI100153306504W400,Mahihkan Battery 02-21,3,2024-05-01,5,harmonic,434.582187312733,0.28226272099359,1.0,0.2728544928066001,False,short cycle (<6mo); low R2 (0.27),,
ABWI100153306504W400,Mahihkan Battery 02-21,4,2024-10-01,9,harmonic,365.5184168093271,0.4351356108809029,1.0,0.499723620621885,False,low R2 (0.50),,
ABWI100153306504W400,Mahihkan Battery 02-21,5,2025-07-01,8,exponential,322.925000000385,4.611949948154024e-22,0.0,-2.220446049250313e-16,False,low R2 (-0.00),,
ABWI100153306504W400,Mahihkan Battery 02-21,6,2026-03-01,4,harmonic,542.479765866914,0.2721134947453757,1.0,0.7520365640372532,False,short cycle (<6mo),,
ABWI100160306604W400,Mahihkan Battery 02-21,1,2022-10-01,8,harmonic,59.30473839610568,1.4787068122522642,1.0,0.673647117004206,True,,135.99939224545128,-154499.45422560128
ABWI100160306604W400,Mahihkan Battery 02-21,2,2023-06-01,2,,,,,,False,too few data points to fit,,
ABWI100160406604W400,Mahihkan Battery 02-21,1,2023-04-01,9,harmonic,913.0328946200672,0.5358707065072172,1.0,0.3185450689325061,False,low R2 (0.32),,
ABWI100160406604W400,Mahihkan Battery 02-21,2,2024-01-01,14,exponential,576.8500000000706,5.921543364274454e-23,0.0,1.1102230246251563e-16,False,low R2 (0.00),,
ABWI100160406604W400,Mahihkan Battery 02-21,3,2025-03-01,16,harmonic,808.7315216557413,0.0834523453514391,1.0,0.5195111708170836,True,,8454.813148546202,2527036.2250297945
ABWI100161006504W402,Mahihkan Battery 02-21,1,2022-08-01,14,harmonic,350.7577691975584,0.0098168102032957,1.0,0.0494845334025587,False,low R2 (0.05),,
ABWI100161006504W402,Mahihkan Battery 02-21,2,2023-10-01,27,exponential,392.1102577861443,0.0512221730988833,0.0,0.6446806651557807,True,,5883.132028894062,1645585.851359427
ABWI100161006504W402,Mahihkan Battery 02-21,3,2026-01-01,6,exponential,132.56829043416343,0.1418253250185002,0.0,0.433472366979495,False,low R2 (0.43),,
ABWI100161006604W400,Mahihkan Battery 02-21,1,2022-10-01,20,harmonic,2204.4510511624417,0.1817610815069702,1.0,0.8552828685649484,True,,19497.12384848792,6061710.097415785
ABWI100161006604W400,Mahihkan Battery 02-21,2,2024-06-01,11,harmonic,839.8753970631637,0.1177630644249303,1.0,0.3999775519033779,False,low R2 (0.40),,
ABWI100161006604W400,Mahihkan Battery 02-21,3,2025-05-01,4,exponential,652.975,1.8934661487699022e-24,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
ABWI100161006604W400,Mahihkan Battery 02-21,4,2025-09-01,4,harmonic,1024.049289398857,0.3074780239145279,1.0,0.6951227941192708,False,short cycle (<6mo),,
ABWI100161006604W400,Mahihkan Battery 02-21,5,2026-01-01,6,exponential,1007.8300721831708,0.268162459073189,0.0,0.9077068022808632,True,,3427.356349799759,945993.9641325906
ABWI100161506504W400,Mahihkan Battery 02-21,1,2022-05-01,15,harmonic,247.1048462552293,0.0149851326542655,1.0,0.0773430403757654,False,low R2 (0.08),,
ABWI100161506504W400,Mahihkan Battery 02-21,2,2023-08-01,5,harmonic,385.9594415245472,0.3604231233530744,1.0,0.664210864209001,False,short cycle (<6mo),,
ABWI100161506504W400,Mahihkan Battery 02-21,3,2024-01-01,12,harmonic,234.0937504036879,0.1418802118291478,1.0,0.3804311894151527,False,low R2 (0.38),,
ABWI100161506504W400,Mahihkan Battery 02-21,4,2025-01-01,6,harmonic,250.02038879319517,0.3869725672340177,1.0,0.3836798706361674,False,low R2 (0.38),,
ABWI100161506504W400,Mahihkan Battery 02-21,5,2025-07-01,6,harmonic,169.50188927040307,0.264216941869397,1.0,0.3813140305407461,False,low R2 (0.38),,
ABWI100161506504W400,Mahihkan Battery 02-21,6,2026-01-01,6,exponential,136.5,5.345370876470243e-23,0.0,0.0,False,low R2 (0.00),,
ABWI100161606504W400,Mahihkan Battery 02-21,1,2022-05-01,6,exponential,805.9864190267613,0.2418448359059855,0.0,0.9032870843079164,True,,2872.7409285000995,760029.817088348
ABWI100161606504W400,Mahihkan Battery 02-21,2,2022-11-01,13,harmonic,451.4229125192831,0.066104960205589,1.0,0.2208067066392766,False,low R2 (0.22),,
ABWI100161606504W400,Mahihkan Battery 02-21,3,2023-12-01,21,exponential,335.5364479477836,0.0390946811723719,0.0,0.6888613256767808,True,,4900.883113744722,1353745.981158325
ABWI100161606504W400,Mahihkan Battery 02-21,4,2025-09-01,10,harmonic,168.3932778986978,0.0231693496903697,1.0,0.0960613452999101,False,low R2 (0.10),,
ABWI100161606604W400,Mahihkan Battery 02-21,1,2022-08-01,10,harmonic,224.39194435526196,1.00081199400098,1.0,0.6198635860538013,True,,656.9857361957853,18551.570481454863
ABWI100161606604W400,Mahihkan Battery 02-21,2,2023-06-01,5,exponential,109.30000000036962,1.800444578306582e-18,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
ABWI100161606604W400,Mahihkan Battery 02-21,3,2023-11-01,14,exponential,154.76428571618902,1.2136596703563326e-20,0.0,1.1102230246251563e-16,False,low R2 (0.00),,
ABWI100161606604W400,Mahihkan Battery 02-21,4,2025-01-01,10,harmonic,284.97013839355054,0.182150859187277,1.0,0.7603988593293802,True,,1718.537614698785,366279.6758500077
ABWI100161606604W400,Mahihkan Battery 02-21,5,2025-11-01,8,exponential,158.4064053379063,0.095603899252176,0.0,0.6772359602428417,True,,928.7753526970198,107502.2040327658
ABWI100162706504W400,Mahihkan Battery 02-21,1,2022-05-01,7,exponential,158.13333333339915,7.226911010297795e-22,0.0,0.0,False,low R2 (0.00),,
ABWI100162706504W400,Mahihkan Battery 02-21,2,2022-12-01,10,harmonic,343.40778441455546,0.323659264528612,1.0,0.8539800439636103,True,,1671.6813080550944,352397.323767718
ABWI100162706504W400,Mahihkan Battery 02-21,3,2023-10-01,5,exponential,136.88,2.731452893547009e-23,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
ABWI100162706504W400,Mahihkan Battery 02-21,4,2024-03-01,28,harmonic,382.9336017823267,0.0420840887777469,1.0,0.7725894659874375,True,,7189.03153308837,2025838.897805319
ABWI100162806504W400,Mahihkan Battery 02-21,1,2022-05-01,7,exponential,224.4000000001105,2.7483125720705334e-19,0.0,0.0,False,low R2 (0.00),,
ABWI100162806504W400,Mahihkan Battery 02-21,2,2022-12-01,6,harmonic,564.9298975870994,0.9139107752484514,1.0,0.7652993571004113,True,,1433.631685578796,280341.4131961963
ABWI100162806504W400,Mahihkan Battery 02-21,3,2023-06-01,20,,,,,,False,too few data points to fit,,
ABWI100162906504W400,Mahihkan Battery 02-21,1,2022-08-01,18,exponential,90.02777777777777,5.852652397801297e-23,0.0,0.0,False,low R2 (0.00),,
ABWI100162906504W400,Mahihkan Battery 02-21,2,2024-02-01,10,harmonic,166.56632801980695,0.0185109680043152,1.0,0.0164362143226207,False,low R2 (0.02),,
ABWI100162906504W400,Mahihkan Battery 02-21,3,2024-12-01,19,exponential,331.6874636256833,0.0244739427764937,0.0,0.8405711030043428,True,,5101.730497496204,1421169.053279493
ABWI100163306504W400,Mahihkan Battery 02-21,1,2023-05-01,10,exponential,517.3000000830377,1.56909238668563e-15,0.0,-1.1102230246251563e-15,False,low R2 (-0.00),,
ABWI100163306504W400,Mahihkan Battery 02-21,2,2024-03-01,13,harmonic,985.8372859261872,0.3066676052351434,1.0,0.8042248064605856,True,,5583.272200639007,1631156.2507081814
ABWI100163306504W400,Mahihkan Battery 02-21,3,2025-04-01,5,harmonic,362.41974560737697,0.270850590459343,1.0,0.1956127169924645,False,short cycle (<6mo); low R2 (0.20),,
ABWI100163306504W400,Mahihkan Battery 02-21,4,2025-09-01,10,harmonic,688.2456468617104,0.0809203838217749,1.0,0.6714086592969426,True,,5199.769701437626,1508157.9395919594
ABWI100163406504W400,Mahihkan Battery 02-21,1,2026-03-01,4,harmonic,479.2123674074671,0.5119315838044876,1.0,0.6965497134425134,False,short cycle (<6mo),,
ABWI102010806604W400,Mahihkan Battery 02-21,1,2022-12-01,7,exponential,351.29701659679904,0.1919510597988038,0.0,0.8038077958780201,True,,1486.6484775931765,295115.8838999938
ABWI102010806604W400,Mahihkan Battery 02-21,2,2023-07-01,5,exponential,101.6399997930892,6.443750019528273e-16,0.0,-2.220446049250313e-15,False,short cycle (<6mo); low R2 (-0.00),,
ABWI102010806604W400,Mahihkan Battery 02-21,3,2023-12-01,8,harmonic,249.12226697871068,0.0719015110031805,1.0,0.2005638639921441,False,low R2 (0.20),,
ABWI102010806604W400,Mahihkan Battery 02-21,4,2024-08-01,11,harmonic,271.9160318167795,0.0505569398269391,1.0,0.6322277731521784,True,,2427.5923120927805,593782.5270855244
ABWI102010806604W400,Mahihkan Battery 02-21,5,2025-07-01,7,exponential,340.0060146483157,0.4405541577229374,0.0,0.7437116208834906,True,,910.5291481389896,105128.6195360554
ABWI102010806604W400,Mahihkan Battery 02-21,6,2026-02-01,5,exponential,449.2638737230311,0.2692487740208925,0.0,0.8925366664931792,False,short cycle (<6mo),,
ABWI102011506604W402,Mahihkan Battery 02-21,1,2023-06-01,19,exponential,2515.6095245618385,0.0657839134260225,0.0,0.8095006465911421,True,,28190.49140640798,8842713.89639113
ABWI102011506604W402,Mahihkan Battery 02-21,2,2025-01-01,7,harmonic,1327.9096222996595,0.2622008675783632,1.0,0.7702056408640238,True,,5733.124957405175,1707641.9642311914
ABWI102011506604W402,Mahihkan Battery 02-21,3,2025-08-01,9,exponential,715.2399992526922,8.681169538876646e-18,0.0,-2.220446049250313e-16,False,low R2 (-0.00),,
ABWI102011506604W402,Mahihkan Battery 02-21,4,2026-05-01,2,,,,,,False,too few data points to fit,,
ABWI102011606604W400,Mahihkan Battery 02-21,1,2022-11-01,18,exponential,107.25555566714525,1.7592076122541154e-20,0.0,0.0,False,low R2 (0.00),,
ABWI102011606604W400,Mahihkan Battery 02-21,2,2024-05-01,26,exponential,448.9940908377997,0.0550486998364808,0.0,0.7277234287631873,True,,6379.308018477385,1808658.3009167784
ABWI102012106504W400,Mahihkan Battery 02-21,1,2022-08-01,11,exponential,91.4253436746752,0.2148841102778835,0.0,0.9285466487367304,True,,428.33503383810086,-58203.54817867051
ABWI102012106504W400,Mahihkan Battery 02-21,2,2023-07-01,5,exponential,83.26000000000008,4.158340092862359e-16,0.0,-1.5543122344752194e-15,False,short cycle (<6mo); low R2 (-0.00),,
ABWI102012106504W400,Mahihkan Battery 02-21,3,2023-12-01,5,exponential,153.10000000026716,1.097945209676402e-18,0.0,1.1102230246251563e-16,False,short cycle (<6mo); low R2 (0.00),,
ABWI102012106504W400,Mahihkan Battery 02-21,4,2024-05-01,26,exponential,262.1331058631788,0.030129924737321,0.0,0.6951996059553296,True,,4796.911767558845,1294861.3114652743
ABWI102012106604W400,Mahihkan Battery 02-21,1,2023-06-01,9,exponential,86.31111111111112,2.1076493132140453e-17,0.0,-2.220446049250313e-16,False,low R2 (-0.00),,
ABWI102012106604W400,Mahihkan Battery 02-21,2,2024-03-01,11,exponential,108.78181824970696,3.808201959696825e-23,0.0,0.0,False,low R2 (0.00),,
ABWI102012106604W400,Mahihkan Battery 02-21,3,2025-02-01,17,exponential,155.1833564685012,0.0835343248763262,0.0,0.4123586762052353,False,low R2 (0.41),,
ABWI102012206504W400,Mahihkan Battery 02-21,1,2022-12-01,27,harmonic,254.4442059647561,0.0180511503186315,1.0,0.1192277730186879,False,low R2 (0.12),,
ABWI102012206504W400,Mahihkan Battery 02-21,2,2025-03-01,16,exponential,344.57483589269054,0.03202192633255,0.0,0.7760850796737414,True,,4383.517048467,1208646.9153853157
ABWI102012906504W400,Mahihkan Battery 02-21,1,2023-07-01,16,harmonic,301.9822767423425,0.1975731363907426,1.0,0.4501102822561806,False,low R2 (0.45),,
ABWI102012906504W400,Mahihkan Battery 02-21,2,2024-11-01,6,exponential,334.3999993706836,2.120048700086499e-15,0.0,-1.0436096431476471e-14,False,low R2 (-0.00),,
ABWI102012906504W400,Mahihkan Battery 02-21,3,2025-05-01,14,harmonic,839.0072805327424,0.1085654056270258,1.0,0.8174153287315447,True,,7401.946820876416,2205157.2550628157
ABWI102013306504W403,Mahihkan Battery 02-21,1,2022-12-01,12,harmonic,1163.423571657638,0.1151434807259554,1.0,0.4872673338454231,False,low R2 (0.49),,
ABWI102013306504W403,Mahihkan Battery 02-21,2,2023-12-01,10,harmonic,754.759614106598,0.3136869545673216,1.0,0.8318316596985527,True,,3721.052538470032,1029396.1506676635
ABWI102013306504W403,Mahihkan Battery 02-21,3,2024-10-01,21,exponential,671.0190476190477,7.668061617491384e-21,0.0,0.0,False,low R2 (0.00),,
ABWI102020306604W400,Mahihkan Battery 02-21,1,2022-08-01,11,exponential,176.06473303226394,0.1571493759149619,0.0,0.7236747205884986,True,,995.7724578028116,128415.74653920444
ABWI102020306604W400,Mahihkan Battery 02-21,2,2023-07-01,9,harmonic,106.54690331126838,0.2989357540805478,1.0,0.3746965006319014,False,low R2 (0.37),,
ABWI102020306604W400,Mahihkan Battery 02-21,3,2024-04-01,4,exponential,74.14999999999999,9.391838757159511e-19,0.0,0.0,False,short cycle (<6mo); low R2 (0.00),,
